,date,provider,region,age,total_number
144514,2021-10-31,Moderna,Lombardia,90+,2.0
144647,2021-10-31,Pfizer/BioNTech,Lombardia,12-19,111.0
144648,2021-10-31,Pfizer/BioNTech,Lombardia,20-29,59.0
144649,2021-10-31,Pfizer/BioNTech,Lombardia,30-39,61.0
144650,2021-10-31,Pfizer/BioNTech,Lombardia,40-49,51.0
144651,2021-10-31,Pfizer/BioNTech,Lombardia,50-59,39.0
144652,2021-10-31,Pfizer/BioNTech,Lombardia,60-69,19.0
144653,2021-10-31,Pfizer/BioNTech,Lombardia,70-79,12.0
144654,2021-10-31,Pfizer/BioNTech,Lombardia,80-89,6.0
144655,2021-10-31,Pfizer/BioNTech,Lombardia,90+,1.0
144819,2021-11-01,Moderna,Lombardia,12-19,52.0
144820,2021-11-01,Moderna,Lombardia,20-29,30.0
144821,2021-11-01,Moderna,Lombardia,30-39,28.0
144822,2021-11-01,Moderna,Lombardia,40-49,26.0
144823,2021-11-01,Moderna,Lombardia,50-59,16.0
144824,2021-11-01,Moderna,Lombardia,60-69,10.0
144825,2021-11-01,Moderna,Lombardia,70-79,7.0
144826,2021-11-01,Moderna,Lombardia,80-89,2.0
144827,2021-11-01,Moderna,Lombardia,90+,0.0
144946,2021-11-01,Pfizer/BioNTech,Lombardia,12-19,243.0
144947,2021-11-01,Pfizer/BioNTech,Lombardia,20-29,127.0
144948,2021-11-01,Pfizer/BioNTech,Lombardia,30-39,131.0
144949,2021-11-01,Pfizer/BioNTech,Lombardia,40-49,112.0
144950,2021-11-01,Pfizer/BioNTech,Lombardia,50-59,94.0
144951,2021-11-01,Pfizer/BioNTech,Lombardia,60-69,53.0
144952,2021-11-01,Pfizer/BioNTech,Lombardia,70-79,20.0
144953,2021-11-01,Pfizer/BioNTech,Lombardia,80-89,12.0
144954,2021-11-01,Pfizer/BioNTech,Lombardia,90+,1.0
145122,2021-11-02,Moderna,Lombardia,12-19,174.0
145123,2021-11-02,Moderna,Lombardia,20-29,136.0
145124,2021-11-02,Moderna,Lombardia,30-39,147.0
145125,2021-11-02,Moderna,Lombardia,40-49,117.0
145126,2021-11-02,Moderna,Lombardia,50-59,105.0
145127,2021-11-02,Moderna,Lombardia,60-69,40.0
145128,2021-11-02,Moderna,Lombardia,70-79,27.0
145129,2021-11-02,Moderna,Lombardia,80-89,11.0
145130,2021-11-02,Moderna,Lombardia,90+,1.0
145298,2021-11-02,Pfizer/BioNTech,Lombardia,12-19,425.0
145299,2021-11-02,Pfizer/BioNTech,Lombardia,20-29,298.0
145300,2021-11-02,Pfizer/BioNTech,Lombardia,30-39,326.0
145301,2021-11-02,Pfizer/BioNTech,Lombardia,40-49,244.0
145302,2021-11-02,Pfizer/BioNTech,Lombardia,50-59,189.0
145303,2021-11-02,Pfizer/BioNTech,Lombardia,60-69,96.0
145304,2021-11-02,Pfizer/BioNTech,Lombardia,70-79,66.0
145305,2021-11-02,Pfizer/BioNTech,Lombardia,80-89,31.0
145306,2021-11-02,Pfizer/BioNTech,Lombardia,90+,13.0
145415,2021-11-02,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
145519,2021-11-03,Moderna,Lombardia,12-19,143.0
145520,2021-11-03,Moderna,Lombardia,20-29,113.0
145521,2021-11-03,Moderna,Lombardia,30-39,124.0
145522,2021-11-03,Moderna,Lombardia,40-49,90.0
145523,2021-11-03,Moderna,Lombardia,50-59,80.0
145524,2021-11-03,Moderna,Lombardia,60-69,42.0
145525,2021-11-03,Moderna,Lombardia,70-79,27.0
145526,2021-11-03,Moderna,Lombardia,80-89,13.0
145527,2021-11-03,Moderna,Lombardia,90+,6.0
145695,2021-11-03,Pfizer/BioNTech,Lombardia,12-19,435.0
145696,2021-11-03,Pfizer/BioNTech,Lombardia,20-29,252.0
145697,2021-11-03,Pfizer/BioNTech,Lombardia,30-39,291.0
145698,2021-11-03,Pfizer/BioNTech,Lombardia,40-49,261.0
145699,2021-11-03,Pfizer/BioNTech,Lombardia,50-59,188.0
145700,2021-11-03,Pfizer/BioNTech,Lombardia,60-69,96.0
145701,2021-11-03,Pfizer/BioNTech,Lombardia,70-79,78.0
145702,2021-11-03,Pfizer/BioNTech,Lombardia,80-89,37.0
145703,2021-11-03,Pfizer/BioNTech,Lombardia,90+,10.0
145903,2021-11-04,Moderna,Lombardia,12-19,156.0
145904,2021-11-04,Moderna,Lombardia,20-29,98.0
145905,2021-11-04,Moderna,Lombardia,30-39,113.0
145906,2021-11-04,Moderna,Lombardia,40-49,77.0
145907,2021-11-04,Moderna,Lombardia,50-59,46.0
145908,2021-11-04,Moderna,Lombardia,60-69,35.0
145909,2021-11-04,Moderna,Lombardia,70-79,17.0
145910,2021-11-04,Moderna,Lombardia,80-89,14.0
145911,2021-11-04,Moderna,Lombardia,90+,2.0
146075,2021-11-04,Pfizer/BioNTech,Lombardia,12-19,379.0
146076,2021-11-04,Pfizer/BioNTech,Lombardia,20-29,246.0
146077,2021-11-04,Pfizer/BioNTech,Lombardia,30-39,327.0
146078,2021-11-04,Pfizer/BioNTech,Lombardia,40-49,273.0
146079,2021-11-04,Pfizer/BioNTech,Lombardia,50-59,210.0
146080,2021-11-04,Pfizer/BioNTech,Lombardia,60-69,121.0
146081,2021-11-04,Pfizer/BioNTech,Lombardia,70-79,77.0
146082,2021-11-04,Pfizer/BioNTech,Lombardia,80-89,51.0
146083,2021-11-04,Pfizer/BioNTech,Lombardia,90+,7.0
146299,2021-11-05,Moderna,Lombardia,12-19,194.0
146300,2021-11-05,Moderna,Lombardia,20-29,79.0
146301,2021-11-05,Moderna,Lombardia,30-39,134.0
146302,2021-11-05,Moderna,Lombardia,40-49,73.0
146303,2021-11-05,Moderna,Lombardia,50-59,56.0
146304,2021-11-05,Moderna,Lombardia,60-69,46.0
146305,2021-11-05,Moderna,Lombardia,70-79,24.0
146306,2021-11-05,Moderna,Lombardia,80-89,13.0
146307,2021-11-05,Moderna,Lombardia,90+,3.0
146468,2021-11-05,Pfizer/BioNTech,Lombardia,12-19,452.0
146469,2021-11-05,Pfizer/BioNTech,Lombardia,20-29,306.0
146470,2021-11-05,Pfizer/BioNTech,Lombardia,30-39,323.0
146471,2021-11-05,Pfizer/BioNTech,Lombardia,40-49,270.0
146472,2021-11-05,Pfizer/BioNTech,Lombardia,50-59,218.0
146473,2021-11-05,Pfizer/BioNTech,Lombardia,60-69,132.0
146474,2021-11-05,Pfizer/BioNTech,Lombardia,70-79,72.0
146475,2021-11-05,Pfizer/BioNTech,Lombardia,80-89,53.0
146476,2021-11-05,Pfizer/BioNTech,Lombardia,90+,16.0
146671,2021-11-06,Moderna,Lombardia,12-19,182.0
146672,2021-11-06,Moderna,Lombardia,20-29,79.0
146673,2021-11-06,Moderna,Lombardia,30-39,106.0
146674,2021-11-06,Moderna,Lombardia,40-49,86.0
146675,2021-11-06,Moderna,Lombardia,50-59,68.0
146676,2021-11-06,Moderna,Lombardia,60-69,34.0
146677,2021-11-06,Moderna,Lombardia,70-79,18.0
146678,2021-11-06,Moderna,Lombardia,80-89,17.0
146679,2021-11-06,Moderna,Lombardia,90+,1.0
146831,2021-11-06,Pfizer/BioNTech,Lombardia,12-19,406.0
146832,2021-11-06,Pfizer/BioNTech,Lombardia,20-29,153.0
146833,2021-11-06,Pfizer/BioNTech,Lombardia,30-39,229.0
146834,2021-11-06,Pfizer/BioNTech,Lombardia,40-49,171.0
146835,2021-11-06,Pfizer/BioNTech,Lombardia,50-59,136.0
146836,2021-11-06,Pfizer/BioNTech,Lombardia,60-69,70.0
146837,2021-11-06,Pfizer/BioNTech,Lombardia,70-79,49.0
146838,2021-11-06,Pfizer/BioNTech,Lombardia,80-89,21.0
146839,2021-11-06,Pfizer/BioNTech,Lombardia,90+,4.0
147014,2021-11-07,Moderna,Lombardia,12-19,59.0
147015,2021-11-07,Moderna,Lombardia,20-29,31.0
147016,2021-11-07,Moderna,Lombardia,30-39,27.0
147017,2021-11-07,Moderna,Lombardia,40-49,20.0
147018,2021-11-07,Moderna,Lombardia,50-59,18.0
147019,2021-11-07,Moderna,Lombardia,60-69,10.0
147020,2021-11-07,Moderna,Lombardia,70-79,4.0
147021,2021-11-07,Moderna,Lombardia,80-89,1.0
147022,2021-11-07,Moderna,Lombardia,90+,1.0
147166,2021-11-07,Pfizer/BioNTech,Lombardia,12-19,169.0
147167,2021-11-07,Pfizer/BioNTech,Lombardia,20-29,58.0
147168,2021-11-07,Pfizer/BioNTech,Lombardia,30-39,66.0
147169,2021-11-07,Pfizer/BioNTech,Lombardia,40-49,59.0
147170,2021-11-07,Pfizer/BioNTech,Lombardia,50-59,44.0
147171,2021-11-07,Pfizer/BioNTech,Lombardia,60-69,19.0
147172,2021-11-07,Pfizer/BioNTech,Lombardia,70-79,13.0
147173,2021-11-07,Pfizer/BioNTech,Lombardia,80-89,2.0
147174,2021-11-07,Pfizer/BioNTech,Lombardia,90+,2.0
147269,2021-11-08,Janssen,Lombardia,12-19,1.0
147270,2021-11-08,Janssen,Lombardia,20-29,5.0
147271,2021-11-08,Janssen,Lombardia,30-39,1.0
147272,2021-11-08,Janssen,Lombardia,40-49,6.0
147273,2021-11-08,Janssen,Lombardia,50-59,3.0
147274,2021-11-08,Janssen,Lombardia,60-69,1.0
147359,2021-11-08,Moderna,Lombardia,12-19,163.0
147360,2021-11-08,Moderna,Lombardia,20-29,72.0
147361,2021-11-08,Moderna,Lombardia,30-39,90.0
147362,2021-11-08,Moderna,Lombardia,40-49,73.0
147363,2021-11-08,Moderna,Lombardia,50-59,62.0
147364,2021-11-08,Moderna,Lombardia,60-69,37.0
147365,2021-11-08,Moderna,Lombardia,70-79,21.0
147366,2021-11-08,Moderna,Lombardia,80-89,5.0
147367,2021-11-08,Moderna,Lombardia,90+,2.0
147522,2021-11-08,Pfizer/BioNTech,Lombardia,12-19,454.0
147523,2021-11-08,Pfizer/BioNTech,Lombardia,20-29,276.0
147524,2021-11-08,Pfizer/BioNTech,Lombardia,30-39,343.0
147525,2021-11-08,Pfizer/BioNTech,Lombardia,40-49,282.0
147526,2021-11-08,Pfizer/BioNTech,Lombardia,50-59,212.0
147527,2021-11-08,Pfizer/BioNTech,Lombardia,60-69,142.0
147528,2021-11-08,Pfizer/BioNTech,Lombardia,70-79,109.0
147529,2021-11-08,Pfizer/BioNTech,Lombardia,80-89,58.0
147530,2021-11-08,Pfizer/BioNTech,Lombardia,90+,10.0
147656,2021-11-09,Janssen,Lombardia,20-29,3.0
147657,2021-11-09,Janssen,Lombardia,30-39,5.0
147658,2021-11-09,Janssen,Lombardia,40-49,3.0
147659,2021-11-09,Janssen,Lombardia,50-59,4.0
147660,2021-11-09,Janssen,Lombardia,70-79,1.0
147739,2021-11-09,Moderna,Lombardia,12-19,136.0
147740,2021-11-09,Moderna,Lombardia,20-29,82.0
147741,2021-11-09,Moderna,Lombardia,30-39,99.0
147742,2021-11-09,Moderna,Lombardia,40-49,91.0
147743,2021-11-09,Moderna,Lombardia,50-59,67.0
147744,2021-11-09,Moderna,Lombardia,60-69,46.0
147745,2021-11-09,Moderna,Lombardia,70-79,24.0
147746,2021-11-09,Moderna,Lombardia,80-89,19.0
147747,2021-11-09,Moderna,Lombardia,90+,3.0
147918,2021-11-09,Pfizer/BioNTech,Lombardia,12-19,474.0
147919,2021-11-09,Pfizer/BioNTech,Lombardia,20-29,259.0
147920,2021-11-09,Pfizer/BioNTech,Lombardia,30-39,322.0
147921,2021-11-09,Pfizer/BioNTech,Lombardia,40-49,228.0
147922,2021-11-09,Pfizer/BioNTech,Lombardia,50-59,204.0
147923,2021-11-09,Pfizer/BioNTech,Lombardia,60-69,138.0
147924,2021-11-09,Pfizer/BioNTech,Lombardia,70-79,72.0
147925,2021-11-09,Pfizer/BioNTech,Lombardia,80-89,45.0
147926,2021-11-09,Pfizer/BioNTech,Lombardia,90+,14.0
148035,2021-11-09,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
148036,2021-11-09,Vaxzevria (AstraZeneca),Lombardia,70-79,0.0
148037,2021-11-09,Vaxzevria (AstraZeneca),Lombardia,80-89,0.0
148128,2021-11-10,Moderna,Lombardia,12-19,153.0
148129,2021-11-10,Moderna,Lombardia,20-29,92.0
148130,2021-11-10,Moderna,Lombardia,30-39,88.0
148131,2021-11-10,Moderna,Lombardia,40-49,86.0
148132,2021-11-10,Moderna,Lombardia,50-59,67.0
148133,2021-11-10,Moderna,Lombardia,60-69,46.0
148134,2021-11-10,Moderna,Lombardia,70-79,34.0
148135,2021-11-10,Moderna,Lombardia,80-89,23.0
148136,2021-11-10,Moderna,Lombardia,90+,10.0
148305,2021-11-10,Pfizer/BioNTech,Lombardia,12-19,531.0
148306,2021-11-10,Pfizer/BioNTech,Lombardia,20-29,276.0
148307,2021-11-10,Pfizer/BioNTech,Lombardia,30-39,320.0
148308,2021-11-10,Pfizer/BioNTech,Lombardia,40-49,280.0
148309,2021-11-10,Pfizer/BioNTech,Lombardia,50-59,248.0
148310,2021-11-10,Pfizer/BioNTech,Lombardia,60-69,165.0
148311,2021-11-10,Pfizer/BioNTech,Lombardia,70-79,89.0
148312,2021-11-10,Pfizer/BioNTech,Lombardia,80-89,53.0
148313,2021-11-10,Pfizer/BioNTech,Lombardia,90+,13.0
148422,2021-11-10,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
148514,2021-11-11,Moderna,Lombardia,12-19,140.0
148515,2021-11-11,Moderna,Lombardia,20-29,92.0
148516,2021-11-11,Moderna,Lombardia,30-39,108.0
148517,2021-11-11,Moderna,Lombardia,40-49,93.0
148518,2021-11-11,Moderna,Lombardia,50-59,71.0
148519,2021-11-11,Moderna,Lombardia,60-69,38.0
148520,2021-11-11,Moderna,Lombardia,70-79,20.0
148521,2021-11-11,Moderna,Lombardia,80-89,9.0
148522,2021-11-11,Moderna,Lombardia,90+,6.0
148699,2021-11-11,Pfizer/BioNTech,Lombardia,12-19,480.0
148700,2021-11-11,Pfizer/BioNTech,Lombardia,20-29,304.0
148701,2021-11-11,Pfizer/BioNTech,Lombardia,30-39,339.0
148702,2021-11-11,Pfizer/BioNTech,Lombardia,40-49,297.0
148703,2021-11-11,Pfizer/BioNTech,Lombardia,50-59,227.0
148704,2021-11-11,Pfizer/BioNTech,Lombardia,60-69,148.0
148705,2021-11-11,Pfizer/BioNTech,Lombardia,70-79,105.0
148706,2021-11-11,Pfizer/BioNTech,Lombardia,80-89,38.0
148707,2021-11-11,Pfizer/BioNTech,Lombardia,90+,16.0
148816,2021-11-11,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
148817,2021-11-11,Vaxzevria (AstraZeneca),Lombardia,70-79,0.0
148921,2021-11-12,Moderna,Lombardia,12-19,138.0
148922,2021-11-12,Moderna,Lombardia,20-29,68.0
148923,2021-11-12,Moderna,Lombardia,30-39,81.0
148924,2021-11-12,Moderna,Lombardia,40-49,75.0
148925,2021-11-12,Moderna,Lombardia,50-59,58.0
148926,2021-11-12,Moderna,Lombardia,60-69,41.0
148927,2021-11-12,Moderna,Lombardia,70-79,18.0
148928,2021-11-12,Moderna,Lombardia,80-89,7.0
148929,2021-11-12,Moderna,Lombardia,90+,2.0
149102,2021-11-12,Pfizer/BioNTech,Lombardia,12-19,507.0
149103,2021-11-12,Pfizer/BioNTech,Lombardia,20-29,242.0
149104,2021-11-12,Pfizer/BioNTech,Lombardia,30-39,332.0
149105,2021-11-12,Pfizer/BioNTech,Lombardia,40-49,290.0
149106,2021-11-12,Pfizer/BioNTech,Lombardia,50-59,199.0
149107,2021-11-12,Pfizer/BioNTech,Lombardia,60-69,155.0
149108,2021-11-12,Pfizer/BioNTech,Lombardia,70-79,75.0
149109,2021-11-12,Pfizer/BioNTech,Lombardia,80-89,41.0
149110,2021-11-12,Pfizer/BioNTech,Lombardia,90+,7.0
149219,2021-11-12,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
149220,2021-11-12,Vaxzevria (AstraZeneca),Lombardia,70-79,0.0
149314,2021-11-13,Moderna,Lombardia,12-19,113.0
149315,2021-11-13,Moderna,Lombardia,20-29,55.0
149316,2021-11-13,Moderna,Lombardia,30-39,74.0
149317,2021-11-13,Moderna,Lombardia,40-49,67.0
149318,2021-11-13,Moderna,Lombardia,50-59,58.0
149319,2021-11-13,Moderna,Lombardia,60-69,28.0
149320,2021-11-13,Moderna,Lombardia,70-79,27.0
149321,2021-11-13,Moderna,Lombardia,80-89,8.0
149322,2021-11-13,Moderna,Lombardia,90+,2.0
149486,2021-11-13,Pfizer/BioNTech,Lombardia,12-19,515.0
149487,2021-11-13,Pfizer/BioNTech,Lombardia,20-29,202.0
149488,2021-11-13,Pfizer/BioNTech,Lombardia,30-39,270.0
149489,2021-11-13,Pfizer/BioNTech,Lombardia,40-49,206.0
149490,2021-11-13,Pfizer/BioNTech,Lombardia,50-59,160.0
149491,2021-11-13,Pfizer/BioNTech,Lombardia,60-69,88.0
149492,2021-11-13,Pfizer/BioNTech,Lombardia,70-79,57.0
149493,2021-11-13,Pfizer/BioNTech,Lombardia,80-89,24.0
149494,2021-11-13,Pfizer/BioNTech,Lombardia,90+,3.0
149602,2021-11-13,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
149682,2021-11-14,Moderna,Lombardia,12-19,33.0
149683,2021-11-14,Moderna,Lombardia,20-29,12.0
149684,2021-11-14,Moderna,Lombardia,30-39,18.0
149685,2021-11-14,Moderna,Lombardia,40-49,12.0
149686,2021-11-14,Moderna,Lombardia,50-59,10.0
149687,2021-11-14,Moderna,Lombardia,60-69,3.0
149688,2021-11-14,Moderna,Lombardia,70-79,2.0
149689,2021-11-14,Moderna,Lombardia,80-89,1.0
149690,2021-11-14,Moderna,Lombardia,90+,0.0
149833,2021-11-14,Pfizer/BioNTech,Lombardia,12-19,178.0
149834,2021-11-14,Pfizer/BioNTech,Lombardia,20-29,76.0
149835,2021-11-14,Pfizer/BioNTech,Lombardia,30-39,101.0
149836,2021-11-14,Pfizer/BioNTech,Lombardia,40-49,84.0
149837,2021-11-14,Pfizer/BioNTech,Lombardia,50-59,88.0
149838,2021-11-14,Pfizer/BioNTech,Lombardia,60-69,45.0
149839,2021-11-14,Pfizer/BioNTech,Lombardia,70-79,18.0
149840,2021-11-14,Pfizer/BioNTech,Lombardia,80-89,14.0
149841,2021-11-14,Pfizer/BioNTech,Lombardia,90+,2.0
150018,2021-11-15,Moderna,Lombardia,12-19,132.0
150019,2021-11-15,Moderna,Lombardia,20-29,43.0
150020,2021-11-15,Moderna,Lombardia,30-39,73.0
150021,2021-11-15,Moderna,Lombardia,40-49,63.0
150022,2021-11-15,Moderna,Lombardia,50-59,63.0
150023,2021-11-15,Moderna,Lombardia,60-69,37.0
150024,2021-11-15,Moderna,Lombardia,70-79,28.0
150025,2021-11-15,Moderna,Lombardia,80-89,10.0
150026,2021-11-15,Moderna,Lombardia,90+,1.0
150197,2021-11-15,Pfizer/BioNTech,Lombardia,12-19,523.0
150198,2021-11-15,Pfizer/BioNTech,Lombardia,20-29,242.0
150199,2021-11-15,Pfizer/BioNTech,Lombardia,30-39,314.0
150200,2021-11-15,Pfizer/BioNTech,Lombardia,40-49,249.0
150201,2021-11-15,Pfizer/BioNTech,Lombardia,50-59,186.0
150202,2021-11-15,Pfizer/BioNTech,Lombardia,60-69,133.0
150203,2021-11-15,Pfizer/BioNTech,Lombardia,70-79,88.0
150204,2021-11-15,Pfizer/BioNTech,Lombardia,80-89,47.0
150205,2021-11-15,Pfizer/BioNTech,Lombardia,90+,13.0
150314,2021-11-15,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
150315,2021-11-15,Vaxzevria (AstraZeneca),Lombardia,70-79,0.0
150410,2021-11-16,Moderna,Lombardia,12-19,94.0
150411,2021-11-16,Moderna,Lombardia,20-29,57.0
150412,2021-11-16,Moderna,Lombardia,30-39,78.0
150413,2021-11-16,Moderna,Lombardia,40-49,55.0
150414,2021-11-16,Moderna,Lombardia,50-59,53.0
150415,2021-11-16,Moderna,Lombardia,60-69,47.0
150416,2021-11-16,Moderna,Lombardia,70-79,25.0
150417,2021-11-16,Moderna,Lombardia,80-89,8.0
150418,2021-11-16,Moderna,Lombardia,90+,1.0
150595,2021-11-16,Pfizer/BioNTech,Lombardia,12-19,497.0
150596,2021-11-16,Pfizer/BioNTech,Lombardia,20-29,245.0
150597,2021-11-16,Pfizer/BioNTech,Lombardia,30-39,317.0
150598,2021-11-16,Pfizer/BioNTech,Lombardia,40-49,244.0
150599,2021-11-16,Pfizer/BioNTech,Lombardia,50-59,213.0
150600,2021-11-16,Pfizer/BioNTech,Lombardia,60-69,166.0
150601,2021-11-16,Pfizer/BioNTech,Lombardia,70-79,102.0
150602,2021-11-16,Pfizer/BioNTech,Lombardia,80-89,47.0
150603,2021-11-16,Pfizer/BioNTech,Lombardia,90+,6.0
150712,2021-11-16,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
150713,2021-11-16,Vaxzevria (AstraZeneca),Lombardia,70-79,0.0
150714,2021-11-16,Vaxzevria (AstraZeneca),Lombardia,80-89,0.0
150806,2021-11-17,Moderna,Lombardia,12-19,86.0
150807,2021-11-17,Moderna,Lombardia,20-29,75.0
150808,2021-11-17,Moderna,Lombardia,30-39,77.0
150809,2021-11-17,Moderna,Lombardia,40-49,72.0
150810,2021-11-17,Moderna,Lombardia,50-59,68.0
150811,2021-11-17,Moderna,Lombardia,60-69,39.0
150812,2021-11-17,Moderna,Lombardia,70-79,30.0
150813,2021-11-17,Moderna,Lombardia,80-89,7.0
150814,2021-11-17,Moderna,Lombardia,90+,2.0
150989,2021-11-17,Pfizer/BioNTech,Lombardia,12-19,497.0
150990,2021-11-17,Pfizer/BioNTech,Lombardia,20-29,239.0
150991,2021-11-17,Pfizer/BioNTech,Lombardia,30-39,345.0
150992,2021-11-17,Pfizer/BioNTech,Lombardia,40-49,230.0
150993,2021-11-17,Pfizer/BioNTech,Lombardia,50-59,210.0
150994,2021-11-17,Pfizer/BioNTech,Lombardia,60-69,126.0
150995,2021-11-17,Pfizer/BioNTech,Lombardia,70-79,98.0
150996,2021-11-17,Pfizer/BioNTech,Lombardia,80-89,47.0
150997,2021-11-17,Pfizer/BioNTech,Lombardia,90+,13.0
151106,2021-11-17,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
151107,2021-11-17,Vaxzevria (AstraZeneca),Lombardia,70-79,0.0
151108,2021-11-17,Vaxzevria (AstraZeneca),Lombardia,80-89,0.0
151123,2021-11-18,Janssen,Lombardia,30-39,1.0
151124,2021-11-18,Janssen,Lombardia,50-59,1.0
151204,2021-11-18,Moderna,Lombardia,12-19,125.0
151205,2021-11-18,Moderna,Lombardia,20-29,73.0
151206,2021-11-18,Moderna,Lombardia,30-39,67.0
151207,2021-11-18,Moderna,Lombardia,40-49,74.0
151208,2021-11-18,Moderna,Lombardia,50-59,54.0
151209,2021-11-18,Moderna,Lombardia,60-69,52.0
151210,2021-11-18,Moderna,Lombardia,70-79,27.0
151211,2021-11-18,Moderna,Lombardia,80-89,8.0
151212,2021-11-18,Moderna,Lombardia,90+,1.0
151383,2021-11-18,Pfizer/BioNTech,Lombardia,12-19,478.0
151384,2021-11-18,Pfizer/BioNTech,Lombardia,20-29,229.0
151385,2021-11-18,Pfizer/BioNTech,Lombardia,30-39,308.0
151386,2021-11-18,Pfizer/BioNTech,Lombardia,40-49,287.0
151387,2021-11-18,Pfizer/BioNTech,Lombardia,50-59,233.0
151388,2021-11-18,Pfizer/BioNTech,Lombardia,60-69,167.0
151389,2021-11-18,Pfizer/BioNTech,Lombardia,70-79,107.0
151390,2021-11-18,Pfizer/BioNTech,Lombardia,80-89,63.0
151391,2021-11-18,Pfizer/BioNTech,Lombardia,90+,20.0
151500,2021-11-18,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
151501,2021-11-18,Vaxzevria (AstraZeneca),Lombardia,70-79,0.0
151502,2021-11-18,Vaxzevria (AstraZeneca),Lombardia,80-89,0.0
151595,2021-11-19,Moderna,Lombardia,12-19,193.0
151596,2021-11-19,Moderna,Lombardia,20-29,106.0
151597,2021-11-19,Moderna,Lombardia,30-39,134.0
151598,2021-11-19,Moderna,Lombardia,40-49,141.0
151599,2021-11-19,Moderna,Lombardia,50-59,107.0
151600,2021-11-19,Moderna,Lombardia,60-69,77.0
151601,2021-11-19,Moderna,Lombardia,70-79,29.0
151602,2021-11-19,Moderna,Lombardia,80-89,20.0
151603,2021-11-19,Moderna,Lombardia,90+,3.0
151783,2021-11-19,Pfizer/BioNTech,Lombardia,12-19,412.0
151784,2021-11-19,Pfizer/BioNTech,Lombardia,20-29,193.0
151785,2021-11-19,Pfizer/BioNTech,Lombardia,30-39,258.0
151786,2021-11-19,Pfizer/BioNTech,Lombardia,40-49,211.0
151787,2021-11-19,Pfizer/BioNTech,Lombardia,50-59,205.0
151788,2021-11-19,Pfizer/BioNTech,Lombardia,60-69,129.0
151789,2021-11-19,Pfizer/BioNTech,Lombardia,70-79,77.0
151790,2021-11-19,Pfizer/BioNTech,Lombardia,80-89,42.0
151791,2021-11-19,Pfizer/BioNTech,Lombardia,90+,11.0
151900,2021-11-19,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
151901,2021-11-19,Vaxzevria (AstraZeneca),Lombardia,70-79,0.0
151993,2021-11-20,Moderna,Lombardia,12-19,264.0
151994,2021-11-20,Moderna,Lombardia,20-29,118.0
151995,2021-11-20,Moderna,Lombardia,30-39,146.0
151996,2021-11-20,Moderna,Lombardia,40-49,119.0
151997,2021-11-20,Moderna,Lombardia,50-59,106.0
151998,2021-11-20,Moderna,Lombardia,60-69,54.0
151999,2021-11-20,Moderna,Lombardia,70-79,27.0
152000,2021-11-20,Moderna,Lombardia,80-89,8.0
152001,2021-11-20,Moderna,Lombardia,90+,3.0
152180,2021-11-20,Pfizer/BioNTech,Lombardia,12-19,362.0
152181,2021-11-20,Pfizer/BioNTech,Lombardia,20-29,109.0
152182,2021-11-20,Pfizer/BioNTech,Lombardia,30-39,156.0
152183,2021-11-20,Pfizer/BioNTech,Lombardia,40-49,159.0
152184,2021-11-20,Pfizer/BioNTech,Lombardia,50-59,114.0
152185,2021-11-20,Pfizer/BioNTech,Lombardia,60-69,70.0
152186,2021-11-20,Pfizer/BioNTech,Lombardia,70-79,48.0
152187,2021-11-20,Pfizer/BioNTech,Lombardia,80-89,31.0
152188,2021-11-20,Pfizer/BioNTech,Lombardia,90+,9.0
152288,2021-11-20,Vaxzevria (AstraZeneca),Lombardia,60-69,0.0
152289,2021-11-20,Vaxzevria (AstraZeneca),Lombardia,70-79,0.0
152290,2021-11-20,Vaxzevria (AstraZeneca),Lombardia,80-89,0.0
152362,2021-11-21,Moderna,Lombardia,12-19,54.0
152363,2021-11-21,Moderna,Lombardia,20-29,21.0
152364,2021-11-21,Moderna,Lombardia,30-39,29.0
152365,2021-11-21,Moderna,Lombardia,40-49,24.0
152366,2021-11-21,Moderna,Lombardia,50-59,16.0
152367,2021-11-21,Moderna,Lombardia,60-69,10.0
152368,2021-11-21,Moderna,Lombardia,70-79,4.0
152369,2021-11-21,Moderna,Lombardia,80-89,0.0
152370,2021-11-21,Moderna,Lombardia,90+,0.0
152528,2021-11-21,Pfizer/BioNTech,Lombardia,12-19,180.0
152529,2021-11-21,Pfizer/BioNTech,Lombardia,20-29,58.0
152530,2021-11-21,Pfizer/BioNTech,Lombardia,30-39,95.0
152531,2021-11-21,Pfizer/BioNTech,Lombardia,40-49,83.0
152532,2021-11-21,Pfizer/BioNTech,Lombardia,50-59,70.0
152533,2021-11-21,Pfizer/BioNTech,Lombardia,60-69,40.0
152534,2021-11-21,Pfizer/BioNTech,Lombardia,70-79,31.0
152535,2021-11-21,Pfizer/BioNTech,Lombardia,80-89,9.0
