Unnamed: 0,prename,week_end,sex,age,rV
62,British Columbia,2021-04-01,All sexes,70–79,0.0284735124511359
63,British Columbia,2021-04-01,All sexes,80+,0.0156757625831207
60,British Columbia,2021-04-02,All sexes,0–17,2.6177201631385715e-05
61,British Columbia,2021-04-02,All sexes,18–69,0.0029742415556577
62,British Columbia,2021-04-02,All sexes,70–79,0.0284735124511359
63,British Columbia,2021-04-02,All sexes,80+,0.0156757625831207
60,British Columbia,2021-04-03,All sexes,0–17,2.6177201631385715e-05
61,British Columbia,2021-04-03,All sexes,18–69,0.0029742415556577
62,British Columbia,2021-04-03,All sexes,70–79,0.0284735124511359
63,British Columbia,2021-04-03,All sexes,80+,0.0156757625831207
64,British Columbia,2021-04-04,All sexes,0–17,4.8778282821342856e-05
65,British Columbia,2021-04-04,All sexes,18–69,0.0047252758457613
66,British Columbia,2021-04-04,All sexes,70–79,0.0266239857344969
67,British Columbia,2021-04-04,All sexes,80+,0.0049522547460786
64,British Columbia,2021-04-05,All sexes,0–17,4.8778282821342856e-05
65,British Columbia,2021-04-05,All sexes,18–69,0.0047252758457613
66,British Columbia,2021-04-05,All sexes,70–79,0.0266239857344969
67,British Columbia,2021-04-05,All sexes,80+,0.0049522547460786
64,British Columbia,2021-04-06,All sexes,0–17,4.8778282821342856e-05
65,British Columbia,2021-04-06,All sexes,18–69,0.0047252758457613
66,British Columbia,2021-04-06,All sexes,70–79,0.0266239857344969
67,British Columbia,2021-04-06,All sexes,80+,0.0049522547460786
64,British Columbia,2021-04-07,All sexes,0–17,4.8778282821342856e-05
65,British Columbia,2021-04-07,All sexes,18–69,0.0047252758457613
66,British Columbia,2021-04-07,All sexes,70–79,0.0266239857344969
67,British Columbia,2021-04-07,All sexes,80+,0.0049522547460786
64,British Columbia,2021-04-08,All sexes,0–17,4.8778282821342856e-05
65,British Columbia,2021-04-08,All sexes,18–69,0.0047252758457613
66,British Columbia,2021-04-08,All sexes,70–79,0.0266239857344969
67,British Columbia,2021-04-08,All sexes,80+,0.0049522547460786
64,British Columbia,2021-04-09,All sexes,0–17,4.8778282821342856e-05
65,British Columbia,2021-04-09,All sexes,18–69,0.0047252758457613
66,British Columbia,2021-04-09,All sexes,70–79,0.0266239857344969
67,British Columbia,2021-04-09,All sexes,80+,0.0049522547460786
64,British Columbia,2021-04-10,All sexes,0–17,4.8778282821342856e-05
65,British Columbia,2021-04-10,All sexes,18–69,0.0047252758457613
66,British Columbia,2021-04-10,All sexes,70–79,0.0266239857344969
67,British Columbia,2021-04-10,All sexes,80+,0.0049522547460786
68,British Columbia,2021-04-11,All sexes,0–17,4.262735566205714e-05
69,British Columbia,2021-04-11,All sexes,18–29,0.0111830688655528
70,British Columbia,2021-04-11,All sexes,30–39,0.012195563242216
71,British Columbia,2021-04-11,All sexes,40–49,0.0141950093463078
72,British Columbia,2021-04-11,All sexes,50–59,0.0208363250680995
73,British Columbia,2021-04-11,All sexes,60–69,0.0290453383480739
74,British Columbia,2021-04-11,All sexes,70–79,0.0192886796316337
75,British Columbia,2021-04-11,All sexes,80+,0.0027463296958394
68,British Columbia,2021-04-12,All sexes,0–17,4.262735566205714e-05
69,British Columbia,2021-04-12,All sexes,18–29,0.0111830688655528
70,British Columbia,2021-04-12,All sexes,30–39,0.012195563242216
71,British Columbia,2021-04-12,All sexes,40–49,0.0141950093463078
72,British Columbia,2021-04-12,All sexes,50–59,0.0208363250680995
73,British Columbia,2021-04-12,All sexes,60–69,0.0290453383480739
74,British Columbia,2021-04-12,All sexes,70–79,0.0192886796316337
75,British Columbia,2021-04-12,All sexes,80+,0.0027463296958394
68,British Columbia,2021-04-13,All sexes,0–17,4.262735566205714e-05
69,British Columbia,2021-04-13,All sexes,18–29,0.0111830688655528
70,British Columbia,2021-04-13,All sexes,30–39,0.012195563242216
71,British Columbia,2021-04-13,All sexes,40–49,0.0141950093463078
72,British Columbia,2021-04-13,All sexes,50–59,0.0208363250680995
73,British Columbia,2021-04-13,All sexes,60–69,0.0290453383480739
74,British Columbia,2021-04-13,All sexes,70–79,0.0192886796316337
75,British Columbia,2021-04-13,All sexes,80+,0.0027463296958394
68,British Columbia,2021-04-14,All sexes,0–17,4.262735566205714e-05
69,British Columbia,2021-04-14,All sexes,18–29,0.0111830688655528
70,British Columbia,2021-04-14,All sexes,30–39,0.012195563242216
71,British Columbia,2021-04-14,All sexes,40–49,0.0141950093463078
72,British Columbia,2021-04-14,All sexes,50–59,0.0208363250680995
73,British Columbia,2021-04-14,All sexes,60–69,0.0290453383480739
74,British Columbia,2021-04-14,All sexes,70–79,0.0192886796316337
75,British Columbia,2021-04-14,All sexes,80+,0.0027463296958394
68,British Columbia,2021-04-15,All sexes,0–17,4.262735566205714e-05
69,British Columbia,2021-04-15,All sexes,18–29,0.0111830688655528
70,British Columbia,2021-04-15,All sexes,30–39,0.012195563242216
71,British Columbia,2021-04-15,All sexes,40–49,0.0141950093463078
72,British Columbia,2021-04-15,All sexes,50–59,0.0208363250680995
73,British Columbia,2021-04-15,All sexes,60–69,0.0290453383480739
74,British Columbia,2021-04-15,All sexes,70–79,0.0192886796316337
75,British Columbia,2021-04-15,All sexes,80+,0.0027463296958394
68,British Columbia,2021-04-16,All sexes,0–17,4.262735566205714e-05
69,British Columbia,2021-04-16,All sexes,18–29,0.0111830688655528
70,British Columbia,2021-04-16,All sexes,30–39,0.012195563242216
71,British Columbia,2021-04-16,All sexes,40–49,0.0141950093463078
72,British Columbia,2021-04-16,All sexes,50–59,0.0208363250680995
73,British Columbia,2021-04-16,All sexes,60–69,0.0290453383480739
74,British Columbia,2021-04-16,All sexes,70–79,0.0192886796316337
75,British Columbia,2021-04-16,All sexes,80+,0.0027463296958394
68,British Columbia,2021-04-17,All sexes,0–17,4.262735566205714e-05
69,British Columbia,2021-04-17,All sexes,18–29,0.0111830688655528
70,British Columbia,2021-04-17,All sexes,30–39,0.012195563242216
71,British Columbia,2021-04-17,All sexes,40–49,0.0141950093463078
72,British Columbia,2021-04-17,All sexes,50–59,0.0208363250680995
73,British Columbia,2021-04-17,All sexes,60–69,0.0290453383480739
74,British Columbia,2021-04-17,All sexes,70–79,0.0192886796316337
75,British Columbia,2021-04-17,All sexes,80+,0.0027463296958394
76,British Columbia,2021-04-18,All sexes,0–17,9.369435556592856e-05
77,British Columbia,2021-04-18,All sexes,18–29,0.0023046189216173
78,British Columbia,2021-04-18,All sexes,30–39,0.0027985588748609
79,British Columbia,2021-04-18,All sexes,40–49,0.0099042092673061
80,British Columbia,2021-04-18,All sexes,50–59,0.0088871072577906
81,British Columbia,2021-04-18,All sexes,60–69,0.0223274888658486
82,British Columbia,2021-04-18,All sexes,70–79,0.0082186445442868
83,British Columbia,2021-04-18,All sexes,80+,0.0018306626938533
76,British Columbia,2021-04-19,All sexes,0–17,9.369435556592856e-05
77,British Columbia,2021-04-19,All sexes,18–29,0.0023046189216173
78,British Columbia,2021-04-19,All sexes,30–39,0.0027985588748609
79,British Columbia,2021-04-19,All sexes,40–49,0.0099042092673061
80,British Columbia,2021-04-19,All sexes,50–59,0.0088871072577906
81,British Columbia,2021-04-19,All sexes,60–69,0.0223274888658486
82,British Columbia,2021-04-19,All sexes,70–79,0.0082186445442868
83,British Columbia,2021-04-19,All sexes,80+,0.0018306626938533
76,British Columbia,2021-04-20,All sexes,0–17,9.369435556592856e-05
77,British Columbia,2021-04-20,All sexes,18–29,0.0023046189216173
78,British Columbia,2021-04-20,All sexes,30–39,0.0027985588748609
79,British Columbia,2021-04-20,All sexes,40–49,0.0099042092673061
80,British Columbia,2021-04-20,All sexes,50–59,0.0088871072577906
81,British Columbia,2021-04-20,All sexes,60–69,0.0223274888658486
82,British Columbia,2021-04-20,All sexes,70–79,0.0082186445442868
83,British Columbia,2021-04-20,All sexes,80+,0.0018306626938533
76,British Columbia,2021-04-21,All sexes,0–17,9.369435556592856e-05
77,British Columbia,2021-04-21,All sexes,18–29,0.0023046189216173
78,British Columbia,2021-04-21,All sexes,30–39,0.0027985588748609
79,British Columbia,2021-04-21,All sexes,40–49,0.0099042092673061
80,British Columbia,2021-04-21,All sexes,50–59,0.0088871072577906
81,British Columbia,2021-04-21,All sexes,60–69,0.0223274888658486
82,British Columbia,2021-04-21,All sexes,70–79,0.0082186445442868
83,British Columbia,2021-04-21,All sexes,80+,0.0018306626938533
76,British Columbia,2021-04-22,All sexes,0–17,9.369435556592856e-05
77,British Columbia,2021-04-22,All sexes,18–29,0.0023046189216173
78,British Columbia,2021-04-22,All sexes,30–39,0.0027985588748609
79,British Columbia,2021-04-22,All sexes,40–49,0.0099042092673061
80,British Columbia,2021-04-22,All sexes,50–59,0.0088871072577906
81,British Columbia,2021-04-22,All sexes,60–69,0.0223274888658486
82,British Columbia,2021-04-22,All sexes,70–79,0.0082186445442868
83,British Columbia,2021-04-22,All sexes,80+,0.0018306626938533
76,British Columbia,2021-04-23,All sexes,0–17,9.369435556592856e-05
77,British Columbia,2021-04-23,All sexes,18–29,0.0023046189216173
78,British Columbia,2021-04-23,All sexes,30–39,0.0027985588748609
79,British Columbia,2021-04-23,All sexes,40–49,0.0099042092673061
80,British Columbia,2021-04-23,All sexes,50–59,0.0088871072577906
81,British Columbia,2021-04-23,All sexes,60–69,0.0223274888658486
82,British Columbia,2021-04-23,All sexes,70–79,0.0082186445442868
83,British Columbia,2021-04-23,All sexes,80+,0.0018306626938533
76,British Columbia,2021-04-24,All sexes,0–17,9.369435556592856e-05
77,British Columbia,2021-04-24,All sexes,18–29,0.0023046189216173
78,British Columbia,2021-04-24,All sexes,30–39,0.0027985588748609
79,British Columbia,2021-04-24,All sexes,40–49,0.0099042092673061
80,British Columbia,2021-04-24,All sexes,50–59,0.0088871072577906
81,British Columbia,2021-04-24,All sexes,60–69,0.0223274888658486
82,British Columbia,2021-04-24,All sexes,70–79,0.0082186445442868
83,British Columbia,2021-04-24,All sexes,80+,0.0018306626938533
84,British Columbia,2021-04-25,All sexes,0–17,5.006568618025715e-05
85,British Columbia,2021-04-25,All sexes,18–29,0.0021105457492705
86,British Columbia,2021-04-25,All sexes,30–39,0.0042129621468051
87,British Columbia,2021-04-25,All sexes,40–49,0.0091466402289061
88,British Columbia,2021-04-25,All sexes,50–59,0.0103400464296866
89,British Columbia,2021-04-25,All sexes,60–69,0.0205483333403293
90,British Columbia,2021-04-25,All sexes,70–79,0.0034932556254963
91,British Columbia,2021-04-25,All sexes,80+,0.0014460019958049
84,British Columbia,2021-04-26,All sexes,0–17,5.006568618025715e-05
85,British Columbia,2021-04-26,All sexes,18–29,0.0021105457492705
86,British Columbia,2021-04-26,All sexes,30–39,0.0042129621468051
87,British Columbia,2021-04-26,All sexes,40–49,0.0091466402289061
88,British Columbia,2021-04-26,All sexes,50–59,0.0103400464296866
89,British Columbia,2021-04-26,All sexes,60–69,0.0205483333403293
90,British Columbia,2021-04-26,All sexes,70–79,0.0034932556254963
91,British Columbia,2021-04-26,All sexes,80+,0.0014460019958049
84,British Columbia,2021-04-27,All sexes,0–17,5.006568618025715e-05
85,British Columbia,2021-04-27,All sexes,18–29,0.0021105457492705
86,British Columbia,2021-04-27,All sexes,30–39,0.0042129621468051
87,British Columbia,2021-04-27,All sexes,40–49,0.0091466402289061
88,British Columbia,2021-04-27,All sexes,50–59,0.0103400464296866
89,British Columbia,2021-04-27,All sexes,60–69,0.0205483333403293
90,British Columbia,2021-04-27,All sexes,70–79,0.0034932556254963
91,British Columbia,2021-04-27,All sexes,80+,0.0014460019958049
84,British Columbia,2021-04-28,All sexes,0–17,5.006568618025715e-05
85,British Columbia,2021-04-28,All sexes,18–29,0.0021105457492705
86,British Columbia,2021-04-28,All sexes,30–39,0.0042129621468051
87,British Columbia,2021-04-28,All sexes,40–49,0.0091466402289061
88,British Columbia,2021-04-28,All sexes,50–59,0.0103400464296866
89,British Columbia,2021-04-28,All sexes,60–69,0.0205483333403293
90,British Columbia,2021-04-28,All sexes,70–79,0.0034932556254963
91,British Columbia,2021-04-28,All sexes,80+,0.0014460019958049
84,British Columbia,2021-04-29,All sexes,0–17,5.006568618025715e-05
85,British Columbia,2021-04-29,All sexes,18–29,0.0021105457492705
86,British Columbia,2021-04-29,All sexes,30–39,0.0042129621468051
87,British Columbia,2021-04-29,All sexes,40–49,0.0091466402289061
88,British Columbia,2021-04-29,All sexes,50–59,0.0103400464296866
89,British Columbia,2021-04-29,All sexes,60–69,0.0205483333403293
90,British Columbia,2021-04-29,All sexes,70–79,0.0034932556254963
91,British Columbia,2021-04-29,All sexes,80+,0.0014460019958049
84,British Columbia,2021-04-30,All sexes,0–17,5.006568618025715e-05
85,British Columbia,2021-04-30,All sexes,18–29,0.0021105457492705
86,British Columbia,2021-04-30,All sexes,30–39,0.0042129621468051
87,British Columbia,2021-04-30,All sexes,40–49,0.0091466402289061
88,British Columbia,2021-04-30,All sexes,50–59,0.0103400464296866
89,British Columbia,2021-04-30,All sexes,60–69,0.0205483333403293
90,British Columbia,2021-04-30,All sexes,70–79,0.0034932556254963
91,British Columbia,2021-04-30,All sexes,80+,0.0014460019958049
84,British Columbia,2021-05-01,All sexes,0–17,5.006568618025715e-05
85,British Columbia,2021-05-01,All sexes,18–29,0.0021105457492705
86,British Columbia,2021-05-01,All sexes,30–39,0.0042129621468051
87,British Columbia,2021-05-01,All sexes,40–49,0.0091466402289061
88,British Columbia,2021-05-01,All sexes,50–59,0.0103400464296866
89,British Columbia,2021-05-01,All sexes,60–69,0.0205483333403293
90,British Columbia,2021-05-01,All sexes,70–79,0.0034932556254963
91,British Columbia,2021-05-01,All sexes,80+,0.0014460019958049
92,British Columbia,2021-05-02,All sexes,0–17,9.283608665997144e-05
93,British Columbia,2021-05-02,All sexes,18–29,0.0041455302224225
94,British Columbia,2021-05-02,All sexes,30–39,0.0066383427246469
95,British Columbia,2021-05-02,All sexes,40–49,0.0081688526636382
96,British Columbia,2021-05-02,All sexes,50–59,0.0193817563555649
97,British Columbia,2021-05-02,All sexes,60–69,0.0141879100536873
98,British Columbia,2021-05-02,All sexes,70–79,0.0020656438987362
99,British Columbia,2021-05-02,All sexes,80+,0.0012472942006525
92,British Columbia,2021-05-03,All sexes,0–17,9.283608665997144e-05
93,British Columbia,2021-05-03,All sexes,18–29,0.0041455302224225
94,British Columbia,2021-05-03,All sexes,30–39,0.0066383427246469
95,British Columbia,2021-05-03,All sexes,40–49,0.0081688526636382
96,British Columbia,2021-05-03,All sexes,50–59,0.0193817563555649
97,British Columbia,2021-05-03,All sexes,60–69,0.0141879100536873
98,British Columbia,2021-05-03,All sexes,70–79,0.0020656438987362
99,British Columbia,2021-05-03,All sexes,80+,0.0012472942006525
92,British Columbia,2021-05-04,All sexes,0–17,9.283608665997144e-05
93,British Columbia,2021-05-04,All sexes,18–29,0.0041455302224225
94,British Columbia,2021-05-04,All sexes,30–39,0.0066383427246469
95,British Columbia,2021-05-04,All sexes,40–49,0.0081688526636382
96,British Columbia,2021-05-04,All sexes,50–59,0.0193817563555649
97,British Columbia,2021-05-04,All sexes,60–69,0.0141879100536873
98,British Columbia,2021-05-04,All sexes,70–79,0.0020656438987362
99,British Columbia,2021-05-04,All sexes,80+,0.0012472942006525
92,British Columbia,2021-05-05,All sexes,0–17,9.283608665997144e-05
93,British Columbia,2021-05-05,All sexes,18–29,0.0041455302224225
94,British Columbia,2021-05-05,All sexes,30–39,0.0066383427246469
95,British Columbia,2021-05-05,All sexes,40–49,0.0081688526636382
96,British Columbia,2021-05-05,All sexes,50–59,0.0193817563555649
97,British Columbia,2021-05-05,All sexes,60–69,0.0141879100536873
98,British Columbia,2021-05-05,All sexes,70–79,0.0020656438987362
99,British Columbia,2021-05-05,All sexes,80+,0.0012472942006525
92,British Columbia,2021-05-06,All sexes,0–17,9.283608665997144e-05
93,British Columbia,2021-05-06,All sexes,18–29,0.0041455302224225
94,British Columbia,2021-05-06,All sexes,30–39,0.0066383427246469
95,British Columbia,2021-05-06,All sexes,40–49,0.0081688526636382
96,British Columbia,2021-05-06,All sexes,50–59,0.0193817563555649
97,British Columbia,2021-05-06,All sexes,60–69,0.0141879100536873
98,British Columbia,2021-05-06,All sexes,70–79,0.0020656438987362
99,British Columbia,2021-05-06,All sexes,80+,0.0012472942006525
92,British Columbia,2021-05-07,All sexes,0–17,9.283608665997144e-05
93,British Columbia,2021-05-07,All sexes,18–29,0.0041455302224225
94,British Columbia,2021-05-07,All sexes,30–39,0.0066383427246469
95,British Columbia,2021-05-07,All sexes,40–49,0.0081688526636382
96,British Columbia,2021-05-07,All sexes,50–59,0.0193817563555649
97,British Columbia,2021-05-07,All sexes,60–69,0.0141879100536873
