id,Delta,R0,i0_q,r0_q,start_week_delta,t_alpha_delta
9821,61.0,1.3801701608511159,0.0028846977934447963,0.2742002383953549,5.0,16.0
9822,58.0,1.1149515152193712,0.0028179823158757003,0.1237728598103615,7.0,30.0
9823,58.0,1.496821587720132,0.004084566728779166,0.33747680097256694,5.0,13.0
9824,47.0,1.5138401053892216,0.003829662928716249,0.35789897136433085,6.0,41.0
9825,48.0,1.5434652825836832,0.00308332816257833,0.3496271250757246,6.0,41.0
9826,39.0,1.3985016037036389,0.002013376543025961,0.2465464709120147,7.0,26.0
9827,63.0,1.355166704067807,0.0029582792141436185,0.23770352275813486,5.0,33.0
9828,63.0,1.1830516636498796,0.00424784689763402,0.17938737588981238,4.0,4.0
9829,43.0,1.1973977811272571,0.0035190407184707635,0.17140817241084044,7.0,17.0
9830,55.0,1.3829801929108108,0.0032717194902264456,0.2757041111492579,3.0,33.0
9831,55.0,1.386481723162859,0.004787405182783749,0.31432731289815374,6.0,41.0
9832,44.0,1.2427211927695148,0.003234496121182817,0.20343089438750095,7.0,35.0
9833,61.0,1.305247129304408,0.0037013125381011474,0.2455034926747211,7.0,20.0
9834,51.0,1.4684288522917972,0.002684490914385718,0.30026795038152887,4.0,14.0
9835,37.0,1.3870586722673748,0.0031572739947869164,0.26904309780200636,6.0,36.0
9836,47.0,1.4137738449446382,0.0017828615772484543,0.289020221679737,6.0,31.0
9837,61.0,1.395324061492861,0.0021187892862533264,0.27471046452205294,6.0,26.0
9838,45.0,1.5387905080044124,0.004038786329700723,0.36566070965054887,7.0,14.0
9839,58.0,1.2755810924340574,0.003493185204337135,0.24407445935699418,5.0,17.0
9840,54.0,1.5152630588563858,0.004518254634662824,0.3735825769303975,7.0,26.0
9841,59.0,1.4073744888891642,0.0037252872783088654,0.32351942770541975,6.0,38.0
9842,63.0,1.6097205189632526,0.0024867863060022842,0.37198853061144266,6.0,21.0
9843,44.0,1.2516468423353697,0.0025159624737185167,0.19402831936400128,6.0,6.0
9844,49.0,1.1884922126852988,0.0032523431900895483,0.1704586337698899,6.0,42.0
9845,60.0,1.1456304453098398,0.0036161589707405153,0.17805653433441776,7.0,31.0
9846,57.0,1.3406367649003958,0.0032315504321028293,0.2752495510400708,7.0,5.0
9847,62.0,1.4539849598680537,0.0023516486441210196,0.32639268479899575,6.0,14.0
9848,44.0,1.6000529479798633,0.0018229175617419577,0.35912526843893744,6.0,19.0
9849,63.0,1.1976288248886857,0.004123857536431133,0.18256949047322732,5.0,30.0
9850,55.0,1.4045279769132468,0.0035456892501703266,0.27979686802986137,6.0,18.0
9851,54.0,1.1744529396197012,0.0027437422815385177,0.16411087116660514,7.0,37.0
9852,63.0,1.2577118973901569,0.003946752828484626,0.21064619602065804,5.0,13.0
9853,61.0,1.3333824751684829,0.0030653992728674933,0.2797806872276502,5.0,27.0
9854,59.0,1.235334661484611,0.0036830078848624557,0.19395434668876077,4.0,27.0
9855,28.0,1.6770944143876005,0.0017923875382328835,0.38043185383780204,7.0,34.0
9856,54.0,1.3200914990395187,0.00377793401735986,0.2498915065419962,6.0,27.0
9857,40.0,1.2004901960495928,0.004095828908362981,0.1901316517733253,7.0,2.0
9858,54.0,1.2073984021776936,0.0023678749428649648,0.166736827347225,5.0,31.0
9859,50.0,1.113360864876332,0.0026930997173060635,0.10458515636994405,5.0,19.0
9860,51.0,1.50048799226142,0.0027716496841785395,0.3218575807812828,6.0,41.0
9861,53.0,1.5663339320916603,0.0038484654160565557,0.3599508190967407,7.0,2.0
9862,55.0,1.35223867305137,0.0029076258480896203,0.24261684543416756,6.0,8.0
9863,48.0,1.4332894966266898,0.002875810975288946,0.3085240488413143,6.0,17.0
9864,61.0,1.187529445406867,0.0038913535867557848,0.17903225605259357,6.0,31.0
9865,50.0,1.3845283860260835,0.0032175963188328287,0.27844250886223165,6.0,28.0
9866,42.0,1.2267488905493658,0.0017824981461453946,0.16642163381683733,7.0,1.0
9867,41.0,1.2763002385740143,0.0031225940800072793,0.21997063531017505,6.0,10.0
9868,58.0,1.5219568898471663,0.0023368711289998667,0.3502548857728207,5.0,25.0
9869,57.0,1.503080741662925,0.0020813812854527224,0.33820486210548417,6.0,19.0
9870,63.0,1.496156415582679,0.002247942977499928,0.3253889343539846,4.0,5.0
9871,54.0,1.4023556863554922,0.002607642398517365,0.3026112792909282,7.0,37.0
9872,59.0,1.248596799952629,0.0032331280541477133,0.20837990399640305,7.0,11.0
9873,62.0,1.3995592252186033,0.002292211352677677,0.28285911069178327,5.0,28.0
