id,Delta,R0,i0_q,r0_q,start_week_delta
6524,27.0,2.3283306053628956,0.010599327871853392,0.33558036274412084,7.0
6525,38.0,2.473882028413196,0.005994086808958357,0.3562989539990395,4.0
6526,44.0,1.7916098856174905,0.006030437344736753,0.14433997627738082,3.0
6527,33.0,2.1451739698894605,0.0023038788516844717,0.2361449326933018,3.0
6528,53.0,2.53414927425393,0.0012155009879967742,0.357726926723827,0.0
6529,42.0,1.836775880250011,0.004785860160553162,0.17055800617136713,3.0
6530,35.0,1.9082091255546565,0.001917322868637569,0.20185764233603556,1.0
6531,41.0,2.0991733313449332,0.0032639011079204664,0.2908665891046053,2.0
6532,43.0,1.7330990596643734,0.004156291271238203,0.10998098896670475,2.0
6533,30.0,2.207657220265171,0.0019854505662788933,0.2604912984629831,4.0
6534,18.0,1.7804048579846086,0.0006058349602365584,0.12601059712834536,2.0
6535,34.0,2.23524255973017,0.005021536137941467,0.3016957785443094,5.0
6536,33.0,1.765542253857082,0.00923207942395774,0.16871144199065596,5.0
6537,37.0,2.1196568621082963,0.003841003209380526,0.26389726015206083,3.0
6538,41.0,2.3703779026860663,0.002553066013929197,0.33295443959536525,3.0
6539,21.0,2.170635647512079,0.0022550119359995395,0.2634646008565566,5.0
6540,16.0,1.8208386333831603,0.002044437483533622,0.15935700257147012,4.0
6541,23.0,2.4141410449336873,0.004289473593617602,0.3035495000664598,7.0
6542,51.0,2.1214982297951264,0.008046591418085537,0.26170839084945086,3.0
6543,55.0,2.202088428917046,0.006362380376022206,0.3084035234254015,2.0
6544,21.0,2.2671919276946677,0.006315215198774546,0.2967817186512321,7.0
6545,53.0,2.290965556711664,0.00690277767902777,0.34265513053941465,2.0
6546,36.0,1.9576638141611422,0.0007632592751641877,0.19036071132132976,1.0
6547,37.0,1.9256856263954898,0.00831618974706954,0.23623489868439718,4.0
6548,27.0,1.6872657834937708,0.008141156173615646,0.1505609943870337,5.0
6549,54.0,2.353075330655839,0.0020263254512648135,0.29922024142703074,0.0
6550,42.0,2.0902746899967104,0.004408945940225938,0.2694322993988586,3.0
6551,47.0,2.3086577324793875,0.00700831747579554,0.29661949639642676,3.0
6552,30.0,1.8782647119350295,0.002982213825513484,0.183384717288042,3.0
6553,49.0,2.0722080780395284,0.001565403874322247,0.2523811528792916,0.0
6554,40.0,1.9851351913923747,0.0054464223195571215,0.22101389257537085,4.0
6555,48.0,2.1813027669458065,0.005338028303009308,0.31355822424355373,2.0
6556,32.0,2.292574267067344,0.005609432251240981,0.3117477976116979,5.0
6557,41.0,1.846947537215124,0.0050243824370627115,0.20414342245125688,2.0
6558,59.0,1.9874268352550961,0.007371779105490366,0.24187173133887083,1.0
6559,42.0,2.0533602182912745,0.004401902234557046,0.21007491520869065,3.0
6560,29.0,2.505552938277466,0.006179383562184452,0.3685796249919682,6.0
6561,28.0,2.3974098110096502,0.003093574071255813,0.3533029321295228,4.0
6562,41.0,1.9739326558113504,0.007924770204607285,0.24606402912473493,4.0
6563,30.0,2.4139730347726034,0.0011389063645718743,0.32432403881203925,2.0
6564,42.0,2.296488098006305,0.0019365755294027715,0.30294318688291555,2.0
6565,31.0,2.0384586326632137,0.006216099974397947,0.22753132744292076,5.0
6566,24.0,1.7763396239926488,0.0018283657376478755,0.12698545812651288,3.0
6567,22.0,2.6549525514144836,0.0038118021892929524,0.3466343600421489,7.0
6568,20.0,2.108443548140382,0.0038597553125978264,0.2500913442206928,5.0
6569,36.0,2.471014796131012,0.00582903269251293,0.33173121480821927,5.0
6570,56.0,2.274063117826334,0.004556803180060999,0.30360122605751894,1.0
6571,44.0,2.255273393385153,0.00392483311975836,0.2934334631112872,2.0
6572,25.0,2.3762160319705155,0.004467979951257162,0.3220544656301881,6.0
6573,63.0,2.3945535993197575,0.006486925954106455,0.34836933012524973,1.0
6574,32.0,1.7152154517576435,0.006914345999753754,0.13441748691975428,4.0
6575,38.0,2.321377806311777,0.008108377897414884,0.32638614774747465,5.0
6576,40.0,2.340235459494881,0.00450955930033982,0.33997542120088087,3.0
6577,23.0,2.721676147457799,0.0023880934778294964,0.3575439499501676,6.0
6578,32.0,2.223032334747487,0.010391009035023867,0.30385050329505087,7.0
6579,52.0,2.1139868273149878,0.0040542292044170565,0.2764224546158394,1.0
6580,39.0,2.1942315576073215,0.002543787230475936,0.29234299698014515,2.0
6581,59.0,2.450815684812098,0.00480193233794773,0.37172175749264563,1.0
6582,28.0,2.357533977615578,0.009234378954596044,0.32035784673179707,7.0
6583,21.0,2.385920202619196,0.004271859041675828,0.2854083355419285,7.0
6584,26.0,2.229428934514293,0.004748584275163666,0.24852156927554298,6.0
6585,17.0,2.080052484000676,0.003282024382024188,0.24176388999817092,6.0
6586,17.0,2.1820971886512024,0.00194266409876312,0.30720853918568697,5.0
6587,23.0,2.025656846726498,0.006630917534292271,0.22946381888570824,6.0
6588,37.0,2.228437799026141,0.010331034892477048,0.2911030568168522,5.0
6589,56.0,2.2566231071301464,0.00493189120224076,0.338576765621982,1.0
6590,36.0,1.8286012071016988,0.0054448492865543634,0.1697057411885727,4.0
6591,30.0,2.639813975632548,0.01008687256312576,0.39160987438651823,7.0
6592,27.0,1.8892514910474436,0.006386948217723991,0.20434727918409137,5.0
6593,16.0,2.4001944489352804,0.004734666183760407,0.35082270843682917,7.0
6594,35.0,2.401022731727689,0.005670942335430468,0.35433791338878745,5.0
6595,43.0,1.899223189202852,0.005475826335006914,0.22029430073099318,3.0
6596,26.0,2.3121301235985947,0.004143474910885589,0.333561978008656,5.0
6597,28.0,1.7959950654523753,0.0030110499966332217,0.17806308908017113,4.0
6598,46.0,2.3991363709497446,0.006984518721600424,0.3230588196382675,4.0
6599,29.0,2.4518922612558676,0.0005449260225596174,0.3283212511537477,2.0
6600,39.0,2.2521773971293575,0.005075177207394,0.3121733388000189,3.0
6601,24.0,2.0089701522340775,0.00713431782327279,0.272894556804833,6.0
6602,40.0,2.527402111696632,0.0037202258384312773,0.3671220342900561,3.0
6603,34.0,2.0248747611201625,0.006792145494858653,0.23709204019906782,4.0
6604,47.0,2.517676150297359,0.007894267664780583,0.3568945965381977,4.0
6605,40.0,1.9140968379511991,0.00612594836362112,0.1998966791185101,4.0
6606,40.0,2.2214971904491416,0.004350699433684242,0.26807983040703,4.0
6607,43.0,2.728707453945283,0.0008108024786975448,0.3854101564023698,1.0
6608,28.0,2.6041366672873774,0.003915241793286795,0.38285328463451895,6.0
6609,20.0,2.8098144272202155,0.0006824801438896874,0.38149961730982296,4.0
6610,25.0,2.027402738164884,0.0066229677976093965,0.2161160021576554,7.0
6611,31.0,1.8741087288588898,0.0037967678049333547,0.1637251548812021,3.0
6612,24.0,2.6529828756003324,0.0032468117482625978,0.34462391986818325,6.0
6613,33.0,2.387088334658103,0.0016389035116739323,0.3308821269853482,3.0
6614,23.0,1.9090963617417378,0.0016800643303739177,0.17056005674762137,4.0
6615,16.0,2.7230345075072067,0.0018300861508985559,0.35344610110021407,6.0
6616,36.0,2.7366322480340726,0.0018300512070006567,0.390849299077041,3.0
6617,22.0,2.07173721632835,0.001097792123391703,0.20381444335804896,4.0
6618,22.0,2.6417273259677674,0.004206789805171638,0.38036022092517546,6.0
6619,38.0,1.7950231718626743,0.0024251642911392933,0.19977251899991985,1.0
6620,26.0,2.525939697885299,0.002090697592129621,0.3748409896260812,5.0
6621,17.0,2.4749694729694007,0.002509258550688853,0.36706810791726796,6.0
6622,19.0,2.10131476230395,0.00498921504665212,0.2600569408857434,6.0
6623,40.0,2.366585219319439,0.006775898031224268,0.3122862252302257,4.0
6624,41.0,2.466423736987481,0.009416674504696593,0.36401285085311985,5.0
6625,6.0,2.3885150900411793,0.0018141807997954062,0.3280873499813546,7.0
6626,48.0,2.5751631967705237,0.004013863282477212,0.3400129013375985,3.0
6627,43.0,2.459690167308472,0.001514651722628596,0.3451544115099119,2.0
6628,22.0,2.009217912546164,0.003613328230988728,0.2548035656846658,5.0
6629,28.0,2.279823735971249,0.005569090606990074,0.29013476337194044,5.0
6630,30.0,2.1419628708878142,0.005958601373110256,0.25890632824368204,6.0
6631,21.0,2.0773660695139746,0.0025920947737430736,0.26110556836054316,4.0
6632,41.0,2.308181486446317,0.0030526814171007925,0.32976427098782046,2.0
6633,22.0,1.9342275010085561,0.004438049572550515,0.18652602700551738,6.0
6634,36.0,1.9990391430589265,0.010768262118574743,0.23530122806680875,5.0
6635,55.0,2.3965080019546083,0.005234311506269017,0.3579210018886708,2.0
